absence_days,weekly_self_study_hours,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,career_aspiration_Business Owner,career_aspiration_Doctor,science_avg,humanities_avg,engagement_score,performance_consistency,average_score,performance_category
2,23,84,84,80,97,87,97,91,0.0,1.0,87.0,90.66666666666669,22.0,93.34524874351308,88.57142857142857,High
0,29,85,82,81,85,72,90,71,0.0,0.0,80.75,81.0,29.0,92.98980334492268,80.85714285714286,High
2,19,91,85,96,83,74,87,74,0.0,0.0,86.0,82.0,18.0,91.80011614484113,84.28571428571429,High
4,26,83,71,94,60,63,93,67,0.0,0.0,75.0,77.0,29.0,85.9000168861972,75.85714285714286,High
7,7,97,93,99,98,96,79,88,0.0,0.0,97.5,86.66666666666667,3.5,92.84857656526638,92.85714285714286,Excellent
6,4,63,68,92,73,66,69,87,0.0,0.0,73.5,74.66666666666667,1.0,88.89444583402822,74.0,Average
6,22,92,98,90,82,86,86,89,0.0,1.0,87.5,91.0,19.0,94.86839856055312,89.0,High
6,4,78,78,64,94,79,92,63,1.0,0.0,78.75,77.66666666666667,6.0,87.93470147193081,78.28571428571429,High
3,29,78,90,69,100,90,91,90,0.0,0.0,84.25,90.33333333333331,27.5,89.86049686574712,86.85714285714286,High
8,21,89,60,93,79,72,76,85,0.0,0.0,83.25,73.66666666666667,22.0,88.81327317117035,79.14285714285714,High
3,5,53,87,100,84,63,62,95,0.0,0.0,75.0,81.33333333333333,3.5,81.76345897459092,77.71428571428571,High
5,15,63,84,60,85,91,83,84,0.0,0.0,74.75,83.66666666666667,12.5,88.01588352780867,78.57142857142857,High
3,10,100,98,71,100,71,92,63,0.0,0.0,85.5,84.33333333333333,13.5,83.95838744597872,85.0,High
7,2,79,54,81,87,67,74,85,1.0,0.0,78.5,71.0,-1.5,88.44268938846807,75.28571428571429,High
4,0,93,77,71,62,94,69,72,0.0,0.0,80.0,72.66666666666667,3.0,87.78759412962143,76.85714285714286,High
5,3,97,88,67,72,83,87,62,0.0,0.0,79.75,79.0,5.5,87.31329905166908,79.42857142857143,High
6,1,76,82,93,98,98,60,65,0.0,0.0,91.25,69.0,3.0,84.50038402933495,81.71428571428571,High
3,26,84,83,80,91,88,61,61,0.0,0.0,85.75,68.33333333333333,29.5,87.67503501405534,78.28571428571429,High
5,2,56,96,65,61,78,77,95,1.0,0.0,65.0,89.33333333333333,-0.5,84.13749554392348,75.42857142857143,High
3,21,97,89,94,91,95,70,75,0.0,0.0,94.25,78.0,19.5,89.46886701704123,87.28571428571429,High
10,5,67,60,97,53,93,78,81,1.0,0.0,77.5,73.0,0.0,83.54949704054471,75.57142857142857,High
10,5,97,93,64,74,94,74,76,1.0,0.0,82.25,81.0,0.0,87.23658502183832,81.71428571428571,High
5,0,100,67,50,78,73,90,91,1.0,0.0,75.25,82.66666666666667,-2.5,83.04066488275417,78.42857142857143,High
5,10,83,61,76,75,62,79,94,0.0,0.0,74.0,78.0,12.5,88.42827748756643,75.71428571428571,High
5,2,85,63,83,83,69,94,80,0.0,0.0,80.0,79.0,-0.5,89.60998647968248,79.57142857142857,High
5,24,100,96,97,64,76,77,61,0.0,0.0,84.25,78.0,26.5,83.82535788281399,81.57142857142857,High
4,46,92,98,99,86,100,86,87,0.0,1.0,94.25,90.33333333333331,44.0,93.62669256829332,92.57142857142856,Excellent
3,31,88,98,65,68,99,94,79,0.0,0.0,80.0,90.33333333333331,29.5,85.98979963434805,84.42857142857143,High
1,33,95,82,62,76,64,91,79,0.0,0.0,74.25,84.0,32.5,87.5520129758912,78.42857142857143,High
5,26,76,81,84,80,80,84,70,0.0,0.0,80.0,78.33333333333333,23.5,95.0767799929218,79.28571428571429,High
2,19,79,93,72,97,69,78,87,0.0,0.0,79.25,86.0,18.0,89.47338972842996,82.14285714285714,High
3,25,93,70,84,68,71,85,70,0.0,0.0,79.0,75.0,23.5,90.13906215220402,77.28571428571429,High
3,24,79,96,78,90,94,76,88,0.0,0.0,85.25,86.66666666666667,22.5,91.86717409857698,85.85714285714286,High
1,21,98,99,72,100,94,77,84,0.0,0.0,91.0,86.66666666666667,20.5,88.56280087567224,89.14285714285714,High
8,0,93,99,81,67,87,76,60,1.0,0.0,82.0,78.33333333333333,1.0,86.07332125191434,80.42857142857143,High
4,30,91,79,78,95,86,89,100,0.0,0.0,87.5,89.33333333333333,28.0,91.96436507975702,88.28571428571429,High
4,32,86,99,77,61,72,92,70,0.0,0.0,74.0,87.0,30.0,86.62269156547623,79.57142857142857,High
8,15,81,80,85,93,68,75,90,0.0,0.0,81.75,81.66666666666667,11.0,91.40321211703105,81.71428571428571,High
6,15,97,94,94,83,91,65,96,0.0,0.0,91.25,85.0,12.0,88.61496387273858,88.57142857142857,High
3,4,90,95,89,93,92,99,88,0.0,0.0,91.0,94.0,7.5,96.1827459383179,92.28571428571428,Excellent
1,27,90,91,62,82,76,70,64,0.0,0.0,77.5,75.0,31.5,88.22634094178672,76.42857142857143,High
5,33,82,92,95,61,84,81,82,0.0,0.0,80.5,85.0,30.5,89.09347071922599,82.42857142857143,High
7,25,91,94,89,74,60,77,77,0.0,0.0,78.5,82.66666666666667,21.5,88.08762148415515,80.28571428571429,High
0,29,70,94,67,74,84,95,65,0.0,0.0,73.75,84.66666666666667,29.0,87.41883493925486,78.42857142857143,High
2,13,60,75,70,96,63,82,80,0.0,0.0,72.25,79.0,12.0,87.69243360870271,75.14285714285714,High
3,49,85,96,99,94,95,92,95,0.0,1.0,93.25,94.33333333333331,47.5,95.61387468964972,93.71428571428572,Excellent
6,34,82,85,72,69,63,99,68,0.0,0.0,71.5,84.0,31.0,87.49095565296092,76.85714285714286,High
4,28,83,79,92,69,85,71,95,0.0,0.0,82.25,81.66666666666667,26.0,90.18504542377636,82.0,High
2,44,96,88,100,95,85,94,93,0.0,1.0,94.0,91.66666666666669,43.0,94.96677704315285,93.0,Excellent
1,14,85,87,78,72,91,88,93,0.0,0.0,81.5,89.33333333333333,13.5,92.5741763323617,84.85714285714286,High
4,1,95,61,84,98,63,66,80,0.0,0.0,85.0,69.0,-1.0,84.7966169178417,78.14285714285714,High
6,22,97,92,87,61,75,62,94,0.0,0.0,80.0,82.66666666666667,19.0,84.84053022663643,81.14285714285714,High
2,11,95,69,91,97,89,84,66,0.0,0.0,93.0,73.0,10.0,87.67310335273388,84.42857142857143,High
3,2,69,98,77,63,88,64,60,0.0,0.0,74.25,74.0,0.5,85.72381270053086,74.14285714285714,Average
9,3,84,55,65,62,56,91,81,1.0,0.0,66.75,75.66666666666667,-1.5,85.47580016137272,70.57142857142857,Average
5,28,92,100,100,98,83,75,72,0.0,0.0,93.25,82.33333333333333,25.5,88.08562293057749,88.57142857142857,High
2,0,87,95,78,82,53,59,66,1.0,0.0,75.0,73.33333333333333,-1.0,84.61912133292026,74.28571428571429,Average
5,22,97,87,90,70,96,75,93,0.0,0.0,88.25,85.0,19.5,89.52099604878767,86.85714285714286,High
8,3,92,96,77,95,63,57,90,1.0,0.0,81.75,81.0,-1.0,83.99107391841306,81.42857142857143,High
2,25,72,91,68,79,98,71,89,0.0,0.0,79.25,83.66666666666667,24.0,88.40361304215014,81.14285714285714,High
3,1,50,55,96,72,55,50,64,1.0,0.0,68.25,56.333333333333336,4.5,83.4830534356521,63.142857142857146,Average
7,37,97,96,93,94,91,96,87,0.0,1.0,93.75,93.0,33.5,96.49490167246134,93.42857142857144,Excellent
3,28,89,77,69,72,63,84,99,0.0,0.0,73.25,86.66666666666667,31.5,87.52335515185807,79.0,High
3,30,77,76,90,95,94,99,94,0.0,0.0,89.0,89.66666666666667,28.5,90.8765086048106,89.28571428571429,High
1,19,91,89,66,69,100,88,79,0.0,0.0,81.5,85.33333333333333,18.5,87.65187502184277,83.14285714285714,High
7,2,64,92,70,81,85,55,76,1.0,0.0,75.0,74.33333333333333,-1.5,87.27581979439296,74.71428571428571,Average
4,26,71,87,63,73,89,77,66,0.0,0.0,74.0,76.66666666666667,24.0,90.09329231566524,75.14285714285714,High
10,0,56,79,74,66,92,57,61,1.0,0.0,72.0,65.66666666666667,0.0,86.83800565119043,69.28571428571429,Average
4,5,87,70,98,64,65,78,83,0.0,0.0,78.5,77.0,3.0,87.5176314823859,77.85714285714286,High
0,17,99,69,85,91,77,88,75,0.0,0.0,88.0,77.33333333333333,17.0,89.64211825295759,83.42857142857143,High
2,26,98,88,76,72,92,81,89,0.0,0.0,84.5,86.0,25.0,90.79079135812832,85.14285714285714,High
2,32,87,83,74,61,81,72,98,0.0,0.0,75.75,84.33333333333333,31.0,88.15577295532907,79.42857142857143,High
6,16,88,96,90,92,68,97,73,0.0,0.0,84.5,88.66666666666667,18.0,88.67577396736999,86.28571428571429,High
8,2,71,52,53,64,89,76,70,1.0,0.0,69.25,66.0,-2.0,86.99450665515309,67.85714285714286,Average
2,35,96,90,91,95,99,95,99,0.0,0.0,95.25,94.66666666666669,34.0,96.48811541571575,95.0,Excellent
0,17,81,95,99,65,56,79,98,0.0,0.0,75.25,90.66666666666669,17.0,83.22274782700723,81.85714285714286,High
9,3,94,92,63,84,79,66,96,1.0,0.0,80.0,84.66666666666667,-1.5,86.64584958399325,82.0,High
3,47,94,87,98,90,92,88,100,0.0,1.0,93.5,91.66666666666669,45.5,95.0767799929218,92.71428571428572,Excellent
0,29,98,87,75,63,85,88,75,0.0,0.0,80.25,83.33333333333333,29.0,88.5711309562561,81.57142857142857,High
10,5,100,58,54,97,58,51,80,1.0,0.0,77.25,63.0,0.0,79.08406850087258,71.14285714285714,Average
3,12,66,89,65,99,84,84,86,0.0,0.0,78.5,86.33333333333333,15.5,87.70598287202847,81.85714285714286,High
2,35,94,99,97,94,85,97,97,0.0,1.0,92.5,97.66666666666669,34.0,95.35549479799748,94.71428571428572,Excellent
0,3,83,90,93,89,64,63,82,0.0,0.0,82.25,78.33333333333333,3.0,87.7137320169068,80.57142857142857,High
8,2,92,54,50,88,90,91,95,1.0,0.0,80.0,80.0,-2.0,80.72134167877167,80.0,High
10,35,93,100,90,94,97,98,98,0.0,0.0,93.5,98.66666666666669,30.0,96.50170109366064,95.71428571428572,Excellent
1,7,69,92,84,98,98,83,87,0.0,0.0,87.25,87.33333333333333,6.5,89.87224464299081,87.28571428571429,High
4,15,94,71,63,73,66,90,91,0.0,0.0,74.0,84.0,13.0,87.01649397999799,78.28571428571429,High
1,3,100,92,95,90,67,81,66,0.0,0.0,88.0,79.66666666666667,2.5,86.47401090668852,84.42857142857143,High
2,35,96,92,98,100,94,93,86,0.0,0.0,97.0,90.33333333333331,34.0,95.4382543024053,94.14285714285714,Excellent
3,28,76,87,99,69,89,93,85,0.0,0.0,83.25,88.33333333333333,31.5,89.86989399764012,85.42857142857143,High
9,4,77,62,94,65,77,77,95,1.0,0.0,78.25,78.0,-0.5,87.26646721672037,78.14285714285714,High
1,4,84,67,79,60,69,80,98,0.0,0.0,73.0,81.66666666666667,8.5,87.3810422285319,76.71428571428571,High
3,16,95,61,68,75,64,76,66,0.0,0.0,75.5,67.66666666666667,19.5,88.51916711168028,72.14285714285714,Average
1,26,90,64,94,84,66,61,72,0.0,0.0,83.5,65.66666666666667,25.5,86.65298321186127,75.85714285714286,High
3,30,96,89,73,75,99,89,71,0.0,0.0,85.75,83.0,28.5,88.54200216941396,84.57142857142857,High
6,2,80,81,92,73,71,71,84,1.0,0.0,79.0,78.66666666666667,-1.0,92.22335609171986,78.85714285714286,High
2,34,87,83,75,73,92,91,71,0.0,0.0,81.75,81.66666666666667,33.0,91.26855709300604,81.71428571428571,High
10,0,94,75,91,64,67,93,65,1.0,0.0,79.0,77.66666666666667,-5.0,86.19351429149881,78.42857142857143,High
10,3,87,82,88,100,73,96,75,0.0,0.0,87.0,84.33333333333333,3.0,89.9430194818297,85.85714285714286,High
2,30,95,97,88,77,96,96,74,0.0,0.0,89.0,89.0,29.0,90.27032032044904,89.0,High
3,15,85,96,82,64,82,94,81,0.0,0.0,78.25,90.33333333333331,18.5,89.51418191306081,83.42857142857143,High
8,1,67,65,77,72,94,88,77,1.0,0.0,77.5,76.66666666666667,2.0,89.36313687486498,77.14285714285714,High
3,6,84,100,92,82,85,70,69,0.0,0.0,85.75,79.66666666666667,9.5,88.88801590731023,83.14285714285714,High
7,1,83,88,90,100,71,98,96,0.0,0.0,86.0,94.0,2.5,89.90285283100316,89.42857142857143,High
9,5,67,78,68,51,77,72,78,1.0,0.0,65.75,76.0,5.5,90.38354584702914,70.14285714285714,Average
1,30,75,92,72,88,92,77,84,0.0,0.0,81.75,84.33333333333333,29.5,91.74513130674649,82.85714285714286,High
3,8,67,76,70,73,81,85,80,0.0,0.0,72.75,80.33333333333333,11.5,93.57089949267136,76.0,High
9,5,67,54,51,72,75,60,88,1.0,0.0,66.25,67.33333333333333,0.5,87.0679431164994,66.71428571428571,Average
1,5,72,91,78,97,86,93,77,0.0,0.0,83.25,87.0,4.5,90.62932639510244,84.85714285714286,High
4,4,78,98,76,68,86,91,82,0.0,0.0,77.0,90.33333333333331,2.0,90.02145157994268,82.71428571428571,High
1,47,85,87,92,96,92,90,88,0.0,1.0,91.25,88.33333333333333,46.5,96.30315449786352,90.0,High
3,16,100,70,69,61,100,65,81,0.0,0.0,82.5,72.0,19.5,83.77245140714922,78.0,High
5,3,56,59,89,68,79,83,68,1.0,0.0,73.0,70.0,0.5,87.6480192450187,71.71428571428571,Average
5,32,93,75,83,99,100,91,74,0.0,0.0,93.75,80.0,34.5,89.28507938389072,87.85714285714286,High
2,31,89,91,85,69,76,92,94,0.0,0.0,79.75,92.33333333333331,30.0,90.70074247715492,85.14285714285714,High
3,6,59,88,74,92,72,97,64,0.0,0.0,74.25,83.0,4.5,85.47416095366606,78.0,High
3,16,99,70,74,65,99,74,62,0.0,0.0,84.25,68.66666666666667,14.5,84.71539834935017,77.57142857142857,High
6,34,89,89,85,74,78,87,82,0.0,0.0,81.5,86.0,31.0,94.25958355584014,83.42857142857143,High
3,26,86,63,78,78,80,67,97,0.0,0.0,80.5,75.66666666666667,24.5,88.64427981357497,78.42857142857143,High
6,21,79,65,91,65,61,88,95,0.0,0.0,74.0,82.66666666666667,18.0,85.94398959265366,77.71428571428571,High
3,46,96,89,91,90,90,91,99,0.0,1.0,91.75,93.0,44.5,96.27109105705678,92.28571428571428,Excellent
6,48,95,90,85,90,96,89,96,0.0,1.0,91.5,91.66666666666669,45.0,95.80249507218304,91.57142857142856,Excellent
1,46,96,85,90,95,100,96,88,0.0,1.0,95.25,89.66666666666667,45.5,94.69501582067797,92.85714285714286,Excellent
3,28,95,80,64,97,85,94,60,0.0,0.0,85.25,78.0,26.5,84.95087409594197,82.14285714285714,High
4,2,80,62,84,95,71,85,87,0.0,0.0,82.5,78.0,0.0,89.06295068955764,80.57142857142857,High
0,32,86,70,73,85,67,91,98,0.0,0.0,77.75,86.33333333333333,32.0,88.38309933965255,81.42857142857143,High
10,5,42,95,99,61,62,77,99,1.0,0.0,66.0,90.33333333333331,0.0,77.65529784746025,76.42857142857143,High
4,31,80,93,93,94,81,81,78,0.0,0.0,87.0,84.0,29.0,92.795504049223,85.71428571428571,High
4,1,79,97,100,94,65,62,76,0.0,0.0,84.5,78.33333333333333,4.0,84.57892598391656,81.85714285714286,High
9,4,43,63,91,67,74,71,88,1.0,0.0,68.75,74.0,4.5,83.86515158629207,71.0,Average
2,8,58,84,95,66,99,91,70,0.0,0.0,79.5,81.66666666666667,12.0,84.17957920010613,80.42857142857143,High
3,23,86,73,83,93,46,91,70,0.0,0.0,77.0,78.0,26.5,83.70217659872804,77.42857142857143,High
1,23,96,91,97,84,89,82,75,0.0,1.0,91.5,82.66666666666667,22.5,92.08978960005308,87.71428571428571,High
1,28,91,88,98,89,75,91,92,0.0,0.0,88.25,90.33333333333331,27.5,92.98980334492268,89.14285714285714,High
1,7,85,62,77,62,80,88,83,0.0,0.0,76.0,77.66666666666667,6.5,89.35866102231043,76.71428571428571,High
0,5,87,91,93,92,97,95,99,0.0,0.0,92.25,95.0,5.0,96.0059568164101,93.42857142857144,Excellent
2,4,60,91,85,67,98,61,64,0.0,0.0,77.5,72.0,3.0,84.23687243989346,75.14285714285714,High
2,26,76,85,67,60,100,63,64,0.0,0.0,75.75,70.66666666666667,25.0,85.47580016137272,73.57142857142857,Average
4,33,84,89,74,79,86,93,95,0.0,0.0,80.75,92.33333333333331,36.0,92.52305129716927,85.71428571428571,High
4,34,87,94,74,84,77,82,85,0.0,0.0,80.5,87.0,37.0,93.42443194559624,83.28571428571429,High
4,16,82,79,64,75,93,82,60,0.0,0.0,78.5,73.66666666666667,14.0,88.67367163262011,76.42857142857143,High
4,3,64,61,73,70,87,75,100,1.0,0.0,73.5,78.66666666666667,1.0,86.38977975056629,75.71428571428571,High
3,25,77,80,88,84,84,92,82,0.0,0.0,83.25,84.66666666666667,23.5,95.01908403910248,83.85714285714286,High
0,4,86,82,90,69,66,93,94,0.0,0.0,77.75,89.66666666666667,4.0,88.70946456202407,82.85714285714286,High
0,4,81,84,76,88,84,89,87,0.0,0.0,82.25,86.66666666666667,4.0,95.47493751687443,84.14285714285714,High
3,21,91,90,92,78,67,86,71,0.0,0.0,82.0,82.33333333333333,19.5,89.81130411634915,82.14285714285714,High
7,4,72,99,61,67,95,98,89,1.0,0.0,73.75,95.33333333333331,0.5,84.07308357946629,83.0,High
3,24,80,70,80,96,72,99,65,0.0,0.0,82.0,78.0,22.5,87.05506166212335,80.28571428571429,High
2,16,90,89,98,70,79,60,92,0.0,0.0,84.25,80.33333333333333,15.0,86.43709540871201,82.57142857142857,High
10,2,72,51,52,98,50,90,63,1.0,0.0,68.0,68.0,-3.0,80.44665416525005,68.0,Average
3,35,93,85,89,93,90,91,88,0.0,0.0,91.25,88.0,33.5,97.14643080636596,89.85714285714286,High
2,24,95,85,90,94,91,84,85,0.0,1.0,92.5,84.66666666666667,23.0,95.47493751687443,89.14285714285714,High
2,46,86,93,89,90,100,86,93,0.0,1.0,91.25,90.66666666666669,50.0,95.10102051443364,91.0,Excellent
6,1,89,55,89,67,55,64,70,1.0,0.0,75.0,63.0,-2.0,85.75887912383565,69.85714285714286,Average
5,26,90,75,67,85,64,95,96,0.0,0.0,76.5,88.66666666666667,23.5,86.86335550563126,81.71428571428571,High
1,5,79,95,81,67,66,71,66,0.0,0.0,73.25,77.33333333333333,4.5,89.24515613006555,75.0,Average
5,17,86,88,98,66,62,95,90,0.0,0.0,78.0,91.0,14.5,85.9779085861257,83.57142857142857,High
3,4,83,78,68,72,77,89,70,0.0,0.0,75.0,79.0,2.5,92.52305129716927,76.71428571428571,High
6,27,85,92,62,95,65,89,95,0.0,0.0,76.75,92.0,24.0,86.0153144986586,83.28571428571429,High
3,0,66,78,86,87,64,65,64,0.0,0.0,75.75,69.0,-1.5,89.47338972842996,72.85714285714286,Average
6,16,93,80,60,62,43,68,67,0.0,0.0,64.5,71.66666666666667,18.0,84.22177510134993,67.57142857142857,Average
6,14,65,89,79,95,71,61,62,0.0,0.0,77.5,70.66666666666667,16.0,86.51102743155057,74.57142857142857,Average
2,5,52,66,98,83,92,82,91,0.0,0.0,81.25,79.66666666666667,4.0,83.77391870211066,80.57142857142857,High
3,31,90,80,84,70,65,89,64,0.0,0.0,77.25,77.66666666666667,34.5,88.95679480619957,77.42857142857143,High
2,4,83,89,99,100,73,86,88,0.0,0.0,88.75,87.66666666666667,8.0,90.69562314975212,88.28571428571429,High
1,5,62,89,72,68,85,80,75,0.0,0.0,71.75,81.33333333333333,4.5,90.48810268788658,75.85714285714286,High
1,11,98,72,99,84,60,95,93,0.0,0.0,85.25,86.66666666666667,10.5,85.17402536729799,85.85714285714286,High
8,12,76,75,74,67,76,82,79,0.0,0.0,73.25,78.66666666666667,13.0,95.35037123857748,75.57142857142857,High
0,5,97,62,98,70,67,71,70,0.0,0.0,83.0,67.66666666666667,5.0,85.29334455813579,76.42857142857143,High
6,1,63,60,95,99,87,58,66,1.0,0.0,86.0,61.333333333333336,-2.0,82.40400478463785,75.42857142857143,High
5,2,98,99,64,88,72,87,99,0.0,0.0,80.5,95.0,-0.5,86.07503099088684,86.71428571428571,High
10,1,78,84,84,61,88,67,92,1.0,0.0,77.75,81.0,-4.0,88.6799798081957,79.14285714285714,High
2,30,85,77,89,77,84,71,71,0.0,0.0,83.75,73.0,34.0,92.96606863296276,79.14285714285714,High
6,0,59,100,84,93,70,56,74,1.0,0.0,76.5,76.66666666666667,-3.0,83.38818550090386,76.57142857142857,High
2,6,99,77,88,60,93,61,96,0.0,0.0,85.0,78.0,10.0,83.71094436950585,82.0,High
6,24,76,62,86,80,47,85,71,0.0,0.0,72.25,72.66666666666667,26.0,86.03746509575066,72.42857142857143,Average
7,26,80,90,85,89,85,80,68,0.0,0.0,84.75,79.33333333333333,22.5,92.54218211411356,82.42857142857143,High
7,0,82,74,92,50,77,98,100,1.0,0.0,75.25,90.66666666666669,-3.5,82.71389217291747,81.85714285714286,High
1,18,89,64,72,61,75,68,83,0.0,0.0,74.25,71.66666666666667,17.5,89.90992944476979,73.14285714285714,Average
4,20,89,79,75,80,97,94,68,0.0,0.0,85.25,80.33333333333333,18.0,89.45756872714566,83.14285714285714,High
0,23,86,89,94,95,60,90,90,0.0,0.0,83.75,89.66666666666667,23.0,88.0178704492303,86.28571428571429,High
4,4,65,76,92,86,93,61,97,1.0,0.0,84.0,78.0,2.0,85.70714464196485,81.42857142857143,High
4,30,77,95,77,84,60,90,89,0.0,0.0,74.5,91.33333333333331,28.0,88.31362209358997,81.71428571428571,High
4,34,88,85,68,62,64,99,66,0.0,0.0,70.5,83.33333333333333,32.0,85.52012891401769,76.0,High
1,26,98,77,94,87,44,85,61,0.0,0.0,80.75,74.33333333333333,25.5,80.71269847801409,78.0,High
5,27,84,86,90,80,72,99,85,0.0,0.0,81.5,90.0,24.5,91.66476212239924,85.14285714285714,High
1,18,91,85,66,83,70,71,80,0.0,0.0,77.5,78.66666666666667,22.5,90.83484861008832,78.0,High
4,39,97,95,94,90,86,85,95,0.0,1.0,91.75,91.66666666666669,37.0,95.24906024333832,91.71428571428572,Excellent
7,29,77,88,63,87,71,93,84,0.0,0.0,74.5,88.33333333333333,30.5,89.38778780748106,80.42857142857143,High
0,27,100,84,93,96,97,70,95,0.0,1.0,96.5,83.0,32.0,89.58023855496545,90.71428571428572,Excellent
3,17,93,70,62,99,63,83,60,0.0,0.0,79.25,71.0,20.5,84.06561071440885,75.71428571428571,High
5,31,93,99,79,78,64,87,76,0.0,0.0,78.5,87.33333333333333,33.5,88.31362209358997,82.28571428571429,High
4,13,94,89,74,75,73,78,61,0.0,0.0,79.0,76.0,11.0,89.08038026128679,77.71428571428571,High
4,12,88,86,79,93,68,92,99,0.0,0.0,82.0,92.33333333333331,15.0,89.7553730691459,86.42857142857143,High
10,0,93,95,94,70,83,86,94,1.0,0.0,85.0,91.66666666666669,-5.0,90.88172948729546,87.85714285714286,High
2,21,83,75,84,68,95,80,88,0.0,0.0,82.5,81.0,25.0,91.25493336353632,81.85714285714286,High
3,28,96,93,100,96,97,81,72,0.0,0.0,97.25,82.0,26.5,89.74143795465976,90.71428571428572,Excellent
8,35,87,88,93,88,96,85,94,0.0,0.0,91.0,89.0,31.0,95.85960664394588,90.14285714285714,Excellent
9,24,95,82,84,69,63,85,69,0.0,0.0,77.75,78.66666666666667,24.5,88.62123950176512,78.14285714285714,High
1,28,87,87,86,84,66,83,81,0.0,0.0,80.75,83.66666666666667,27.5,92.60630899572706,82.0,High
9,0,43,95,64,95,66,67,74,1.0,0.0,67.0,78.66666666666667,-4.5,81.61522368914976,72.0,Average
6,0,40,100,88,79,71,86,89,1.0,0.0,69.5,91.66666666666669,-3.0,80.60928057033468,79.0,High
2,3,64,70,98,82,100,72,78,0.0,0.0,86.0,73.33333333333333,2.0,86.15734679987078,80.57142857142857,High
3,16,72,79,95,68,75,70,88,0.0,0.0,77.5,79.0,14.5,90.00952834899553,78.14285714285714,High
2,26,77,96,86,84,90,85,91,0.0,0.0,84.25,90.66666666666669,25.0,93.94469929180502,87.0,High
10,4,40,86,53,63,50,87,77,1.0,0.0,51.5,83.33333333333333,4.0,81.4399302135959,65.14285714285714,Average
2,24,100,89,90,96,72,90,86,0.0,0.0,89.5,88.33333333333333,23.0,91.14938796843217,89.0,High
5,22,89,93,95,88,72,76,71,0.0,0.0,86.0,80.0,24.5,89.85345472821508,83.42857142857143,High
2,14,97,74,76,72,62,69,90,0.0,0.0,76.75,77.66666666666667,13.0,87.80124908814334,77.14285714285714,High
2,21,100,77,74,61,81,96,96,0.0,0.0,79.0,89.66666666666667,20.0,85.68384196258015,83.57142857142857,High
4,29,81,88,85,89,81,91,98,0.0,0.0,84.0,92.33333333333331,27.0,94.00396956709017,87.57142857142857,High
6,3,100,91,53,78,55,91,74,1.0,0.0,71.5,85.33333333333333,0.0,81.78958958125745,77.42857142857143,High
2,4,80,65,96,73,84,92,73,0.0,0.0,83.25,76.66666666666667,3.0,88.9116105338791,80.42857142857143,High
5,19,79,88,83,84,78,72,79,0.0,0.0,81.0,79.66666666666667,16.5,94.87304044430677,80.42857142857143,High
3,33,96,64,100,87,88,60,62,0.0,0.0,92.75,62.0,31.5,82.93290551131463,79.57142857142857,High
1,24,95,81,91,62,36,79,69,0.0,0.0,71.0,76.33333333333333,23.5,79.94412566757322,73.28571428571429,Average
4,29,86,68,65,64,95,82,87,0.0,0.0,77.5,79.0,27.0,87.65187502184277,78.14285714285714,High
1,27,86,97,72,90,95,99,76,0.0,0.0,85.75,90.66666666666669,31.5,89.52099604878767,87.85714285714286,High
2,20,87,68,66,83,92,81,80,0.0,0.0,82.0,76.33333333333333,19.0,90.49812048667664,79.57142857142857,High
0,35,94,87,100,90,86,86,90,0.0,0.0,92.5,87.66666666666667,35.0,94.90565205817458,90.42857142857144,Excellent
0,29,88,71,87,85,100,78,78,0.0,1.0,90.0,75.66666666666667,29.0,90.6649661413117,83.85714285714286,High
2,0,88,69,76,64,90,78,80,0.0,0.0,79.5,75.66666666666667,4.0,90.61155725677273,77.85714285714286,High
3,10,76,61,68,88,86,87,66,0.0,0.0,79.5,71.33333333333333,8.5,88.78988551946651,76.0,High
1,29,84,66,99,80,71,88,89,0.0,0.0,83.5,81.0,33.5,88.76230832040164,82.42857142857143,High
0,17,96,77,91,85,69,91,91,0.0,0.0,85.25,86.33333333333333,22.0,90.46560112514892,85.71428571428571,High
10,1,57,75,64,85,53,95,81,1.0,0.0,64.75,83.66666666666667,-4.0,84.5465368344334,72.85714285714286,Average
1,14,93,79,82,67,64,90,65,0.0,0.0,76.5,78.0,13.5,87.98017510625922,77.14285714285714,High
1,24,88,84,61,61,79,62,99,0.0,0.0,72.25,81.66666666666667,23.5,84.77158045282565,76.28571428571429,High
2,35,89,99,86,97,98,97,93,0.0,0.0,92.5,96.33333333333331,34.0,95.01908403910248,94.14285714285714,Excellent
3,19,80,88,94,94,100,99,99,0.0,0.0,92.0,95.33333333333331,17.5,92.74610121251698,93.42857142857144,Excellent
6,23,94,92,61,87,61,94,69,0.0,0.0,75.75,85.0,20.0,84.57583837271011,79.71428571428571,High
9,14,99,74,98,69,69,64,96,0.0,0.0,83.75,78.0,9.5,84.38254944285842,81.28571428571429,High
2,21,81,72,87,62,69,93,72,0.0,0.0,74.75,79.0,20.0,89.12407639390041,76.57142857142857,High
6,18,91,61,95,82,77,87,95,0.0,0.0,86.25,81.0,15.0,87.87564434701785,84.0,High
2,16,71,100,99,95,91,96,96,0.0,0.0,89.0,97.33333333333331,20.0,90.0525188639344,92.57142857142856,Excellent
4,2,61,66,78,79,79,96,81,0.0,0.0,74.25,81.0,0.0,88.72423585104508,77.14285714285714,High
5,16,87,89,60,66,79,81,65,0.0,0.0,73.0,78.33333333333333,18.5,88.47156723987332,75.28571428571429,High
