gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,career_aspiration_Accountant,career_aspiration_Artist,career_aspiration_Banker,career_aspiration_Business Owner,career_aspiration_Construction Engineer,career_aspiration_Designer,career_aspiration_Doctor,career_aspiration_Game Developer,career_aspiration_Government Officer,career_aspiration_Lawyer,career_aspiration_Real Estate Developer,career_aspiration_Scientist,career_aspiration_Software Engineer,career_aspiration_Stock Investor,career_aspiration_Teacher,career_aspiration_Unknown,career_aspiration_Writer,average_score,science_avg,humanities_avg,engagement_score,performance_consistency
0,0,2,0,19,91,85,96,83,74,87,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,84.28571428571429,86.0,82.0,18.0,91.80011614484113
0,1,4,1,26,83,71,94,60,63,93,67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.85714285714286,75.0,77.0,29.0,85.9000168861972
1,0,7,0,7,97,93,99,98,96,79,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,92.85714285714286,97.5,86.66666666666667,3.5,92.84857656526638
1,0,6,0,4,63,68,92,73,66,69,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,73.5,74.66666666666667,1.0,88.89444583402822
0,0,6,0,22,92,98,90,82,86,86,89,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,87.5,91.0,19.0,94.86839856055312
0,1,6,1,4,78,78,64,94,79,92,63,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.28571428571429,78.75,77.66666666666667,6.0,87.93470147193081
1,0,3,0,29,78,90,69,100,90,91,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.85714285714286,84.25,90.33333333333331,27.5,89.86049686574712
0,0,8,1,21,89,60,93,79,72,76,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,79.14285714285714,83.25,73.66666666666667,22.0,88.81327317117035
1,0,3,0,5,53,87,100,84,63,62,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.71428571428571,75.0,81.33333333333333,3.5,81.76345897459092
0,0,5,0,15,63,84,60,85,91,83,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,78.57142857142857,74.75,83.66666666666667,12.5,88.01588352780867
0,0,3,1,10,100,98,71,100,71,92,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,85.0,85.5,84.33333333333333,13.5,83.95838744597872
1,1,7,0,2,79,54,81,87,67,74,85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.28571428571429,78.5,71.0,-1.5,88.44268938846807
1,0,4,1,0,93,77,71,62,94,69,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.85714285714286,80.0,72.66666666666667,3.0,87.78759412962143
0,0,5,1,3,97,88,67,72,83,87,62,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.42857142857143,79.75,79.0,5.5,87.31329905166908
1,0,6,1,1,76,82,93,98,98,60,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,81.71428571428571,91.25,69.0,3.0,84.50038402933494
1,0,3,1,26,84,83,80,91,88,61,61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.28571428571429,85.75,68.33333333333333,29.5,87.67503501405534
1,1,5,0,2,56,96,65,61,78,77,95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.42857142857143,65.0,89.33333333333333,-0.5,84.13749554392348
1,0,3,0,21,97,89,94,91,95,70,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,87.28571428571429,94.25,78.0,19.5,89.46886701704123
1,0,10,0,5,67,60,97,53,93,78,81,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.57142857142857,77.5,73.0,0.0,83.5494970405447
1,1,10,0,5,97,93,64,74,94,74,76,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.71428571428571,82.25,81.0,0.0,87.23658502183832
1,0,5,0,0,100,67,50,78,73,90,91,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.42857142857143,75.25,82.66666666666667,-2.5,83.04066488275417
1,0,5,1,10,83,61,76,75,62,79,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.71428571428571,74.0,78.0,12.5,88.42827748756643
0,0,5,0,2,85,63,83,83,69,94,80,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.57142857142857,80.0,79.0,-0.5,89.60998647968248
1,0,5,1,24,100,96,97,64,76,77,61,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.57142857142857,84.25,78.0,26.5,83.82535788281399
0,0,4,0,46,92,98,99,86,100,86,87,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.57142857142856,94.25,90.33333333333331,44.0,93.62669256829332
0,0,3,0,31,88,98,65,68,99,94,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,84.42857142857143,80.0,90.33333333333331,29.5,85.98979963434805
0,0,1,0,33,95,82,62,76,64,91,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.42857142857143,74.25,84.0,32.5,87.5520129758912
1,0,5,0,26,76,81,84,80,80,84,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,79.28571428571429,80.0,78.33333333333333,23.5,95.07677999292179
0,0,2,0,19,79,93,72,97,69,78,87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.14285714285714,79.25,86.0,18.0,89.47338972842996
0,0,3,0,25,93,70,84,68,71,85,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,77.28571428571429,79.0,75.0,23.5,90.13906215220402
1,0,3,0,24,79,96,78,90,94,76,88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.85714285714286,85.25,86.66666666666667,22.5,91.86717409857698
0,0,1,0,21,98,99,72,100,94,77,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,89.14285714285714,91.0,86.66666666666667,20.5,88.56280087567224
1,1,8,1,0,93,99,81,67,87,76,60,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.42857142857143,82.0,78.33333333333333,1.0,86.07332125191434
0,0,4,0,30,91,79,78,95,86,89,100,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.28571428571429,87.5,89.33333333333333,28.0,91.96436507975702
1,0,4,0,32,86,99,77,61,72,92,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,79.57142857142857,74.0,87.0,30.0,86.62269156547623
1,0,8,0,15,81,80,85,93,68,75,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,81.71428571428571,81.75,81.66666666666667,11.0,91.40321211703105
1,0,6,0,15,97,94,94,83,91,65,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.57142857142857,91.25,85.0,12.0,88.61496387273858
1,0,3,1,4,90,95,89,93,92,99,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.28571428571428,91.0,94.0,7.5,96.1827459383179
0,0,1,1,27,90,91,62,82,76,70,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76.42857142857143,77.5,75.0,31.5,88.22634094178672
0,0,5,0,33,82,92,95,61,84,81,82,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.42857142857143,80.5,85.0,30.5,89.09347071922599
0,0,7,0,25,91,94,89,74,60,77,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.28571428571429,78.5,82.66666666666667,21.5,88.08762148415515
1,0,0,0,29,70,94,67,74,84,95,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.42857142857143,73.75,84.66666666666667,29.0,87.41883493925485
1,0,2,0,13,60,75,70,96,63,82,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.14285714285714,72.25,79.0,12.0,87.69243360870271
1,0,3,0,49,85,96,99,94,95,92,95,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.71428571428572,93.25,94.33333333333331,47.5,95.61387468964973
0,0,6,0,34,82,85,72,69,63,99,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.85714285714286,71.5,84.0,31.0,87.49095565296092
0,1,4,0,28,83,79,92,69,85,71,95,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.25,81.66666666666667,26.0,90.18504542377636
1,0,2,0,44,96,88,100,95,85,94,93,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,94.0,91.66666666666669,43.0,94.96677704315283
1,0,1,0,14,85,87,78,72,91,88,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,84.85714285714286,81.5,89.33333333333333,13.5,92.5741763323617
1,0,4,0,1,95,61,84,98,63,66,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.14285714285714,85.0,69.0,-1.0,84.7966169178417
0,0,6,0,22,97,92,87,61,75,62,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,81.14285714285714,80.0,82.66666666666667,19.0,84.84053022663643
1,0,2,0,11,95,69,91,97,89,84,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.42857142857143,93.0,73.0,10.0,87.67310335273388
1,0,3,0,2,69,98,77,63,88,64,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,74.14285714285714,74.25,74.0,0.5,85.72381270053086
1,0,9,0,3,84,55,65,62,56,91,81,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.57142857142857,66.75,75.66666666666667,-1.5,85.47580016137272
1,0,5,0,28,92,100,100,98,83,75,72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.57142857142857,93.25,82.33333333333333,25.5,88.08562293057749
0,1,2,0,0,87,95,78,82,53,59,66,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.28571428571429,75.0,73.33333333333333,-1.0,84.61912133292026
0,0,5,0,22,97,87,90,70,96,75,93,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.85714285714286,88.25,85.0,19.5,89.52099604878767
1,1,8,0,3,92,96,77,95,63,57,90,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.42857142857143,81.75,81.0,-1.0,83.99107391841306
0,0,2,0,25,72,91,68,79,98,71,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,81.14285714285714,79.25,83.66666666666667,24.0,88.40361304215014
1,0,3,1,1,50,55,96,72,55,50,64,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.142857142857146,68.25,56.333333333333336,4.5,83.4830534356521
1,0,7,0,37,97,96,93,94,91,96,87,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.42857142857144,93.75,93.0,33.5,96.49490167246134
1,0,3,1,28,89,77,69,72,63,84,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,79.0,73.25,86.66666666666667,31.5,87.52335515185807
1,0,3,0,30,77,76,90,95,94,99,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,89.28571428571429,89.0,89.66666666666667,28.5,90.8765086048106
0,0,1,0,19,91,89,66,69,100,88,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,83.14285714285714,81.5,85.33333333333333,18.5,87.65187502184277
0,1,7,0,2,64,92,70,81,85,55,76,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.71428571428571,75.0,74.33333333333333,-1.5,87.27581979439296
1,1,4,0,26,71,87,63,73,89,77,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.14285714285714,74.0,76.66666666666667,24.0,90.09329231566525
0,0,10,1,0,56,79,74,66,92,57,61,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.28571428571429,72.0,65.66666666666667,0.0,86.83800565119043
0,0,4,0,5,87,70,98,64,65,78,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.85714285714286,78.5,77.0,3.0,87.5176314823859
1,0,0,0,17,99,69,85,91,77,88,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,83.42857142857143,88.0,77.33333333333333,17.0,89.64211825295759
0,0,2,0,26,98,88,76,72,92,81,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.14285714285714,84.5,86.0,25.0,90.79079135812833
0,0,2,0,32,87,83,74,61,81,72,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,79.42857142857143,75.75,84.33333333333333,31.0,88.15577295532907
1,0,6,1,16,88,96,90,92,68,97,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,86.28571428571429,84.5,88.66666666666667,18.0,88.67577396736999
1,1,8,0,2,71,52,53,64,89,76,70,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.85714285714286,69.25,66.0,-2.0,86.99450665515309
0,0,2,0,35,96,90,91,95,99,95,99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,95.25,94.66666666666669,34.0,96.48811541571575
1,0,0,0,17,81,95,99,65,56,79,98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.85714285714286,75.25,90.66666666666669,17.0,83.22274782700723
1,0,9,0,3,94,92,63,84,79,66,96,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,80.0,84.66666666666667,-1.5,86.64584958399325
1,1,3,0,47,94,87,98,90,92,88,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.71428571428572,93.5,91.66666666666669,45.5,95.07677999292179
0,0,0,0,29,98,87,75,63,85,88,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.57142857142857,80.25,83.33333333333333,29.0,88.5711309562561
1,0,10,0,5,100,58,54,97,58,51,80,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.14285714285714,77.25,63.0,0.0,79.08406850087258
0,0,3,1,12,66,89,65,99,84,84,86,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.85714285714286,78.5,86.33333333333333,15.5,87.70598287202847
0,0,2,0,35,94,99,97,94,85,97,97,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.71428571428572,92.5,97.66666666666669,34.0,95.35549479799747
1,1,0,0,3,83,90,93,89,64,63,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.57142857142857,82.25,78.33333333333333,3.0,87.7137320169068
0,1,8,0,2,92,54,50,88,90,91,95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,80.0,-2.0,80.72134167877167
0,0,10,0,35,93,100,90,94,97,98,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,95.71428571428572,93.5,98.66666666666669,30.0,96.50170109366063
0,1,1,0,7,69,92,84,98,98,83,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.28571428571429,87.25,87.33333333333333,6.5,89.8722446429908
1,0,4,0,15,94,71,63,73,66,90,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78.28571428571429,74.0,84.0,13.0,87.01649397999799
1,0,1,0,3,100,92,95,90,67,81,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,84.42857142857143,88.0,79.66666666666667,2.5,86.47401090668852
0,0,2,0,35,96,92,98,100,94,93,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,94.14285714285714,97.0,90.33333333333331,34.0,95.4382543024053
0,0,3,1,28,76,87,99,69,89,93,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.42857142857143,83.25,88.33333333333333,31.5,89.86989399764012
1,0,9,0,4,77,62,94,65,77,77,95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.14285714285714,78.25,78.0,-0.5,87.26646721672037
0,0,1,1,4,84,67,79,60,69,80,98,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.71428571428571,73.0,81.66666666666667,8.5,87.3810422285319
0,0,3,1,16,95,61,68,75,64,76,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72.14285714285714,75.5,67.66666666666667,19.5,88.51916711168028
0,0,1,0,26,90,64,94,84,66,61,72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.85714285714286,83.5,65.66666666666667,25.5,86.65298321186127
0,0,3,0,30,96,89,73,75,99,89,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,84.57142857142857,85.75,83.0,28.5,88.54200216941396
1,1,6,0,2,80,81,92,73,71,71,84,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.85714285714286,79.0,78.66666666666667,-1.0,92.22335609171986
1,0,2,0,34,87,83,75,73,92,91,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,81.71428571428571,81.75,81.66666666666667,33.0,91.26855709300604
0,0,10,0,0,94,75,91,64,67,93,65,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.42857142857143,79.0,77.66666666666667,-5.0,86.19351429149881
1,0,10,1,3,87,82,88,100,73,96,75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.85714285714286,87.0,84.33333333333333,3.0,89.9430194818297
0,0,2,0,30,95,97,88,77,96,96,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,89.0,89.0,89.0,29.0,90.27032032044904
0,1,3,1,15,85,96,82,64,82,94,81,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.42857142857143,78.25,90.33333333333331,18.5,89.51418191306081
0,0,8,1,1,67,65,77,72,94,88,77,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.14285714285714,77.5,76.66666666666667,2.0,89.36313687486498
0,0,3,1,6,84,100,92,82,85,70,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.14285714285714,85.75,79.66666666666667,9.5,88.88801590731023
1,0,7,1,1,83,88,90,100,71,98,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.42857142857143,86.0,94.0,2.5,89.90285283100316
0,1,9,1,5,67,78,68,51,77,72,78,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.14285714285714,65.75,76.0,5.5,90.38354584702914
0,0,1,0,30,75,92,72,88,92,77,84,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.85714285714286,81.75,84.33333333333333,29.5,91.74513130674647
0,0,3,1,8,67,76,70,73,81,85,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,72.75,80.33333333333333,11.5,93.57089949267136
0,1,9,0,5,67,54,51,72,75,60,88,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.71428571428571,66.25,67.33333333333333,0.5,87.0679431164994
1,0,1,0,5,72,91,78,97,86,93,77,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.85714285714286,83.25,87.0,4.5,90.62932639510244
0,0,4,0,4,78,98,76,68,86,91,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.71428571428571,77.0,90.33333333333331,2.0,90.02145157994268
1,0,1,0,47,85,87,92,96,92,90,88,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,91.25,88.33333333333333,46.5,96.30315449786353
1,0,3,1,16,100,70,69,61,100,65,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,78.0,82.5,72.0,19.5,83.77245140714922
0,1,5,0,3,56,59,89,68,79,83,68,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.71428571428571,73.0,70.0,0.5,87.64801924501869
1,0,5,1,32,93,75,83,99,100,91,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,87.85714285714286,93.75,80.0,34.5,89.28507938389072
